"tenure","monthly_charges","total_charges","contract","internet_service","payment_method","y"
17,76.5800368595563,1423.84007737542,"Two year","DSL","Credit card",0
43,66.7550347267559,2839.65477775465,"Two year","DSL","Electronic check",0
84,100.220498747514,8452.62272369929,"One year","DSL","Credit card",0
58,84.8842535537515,4913.53023510102,"One year","No","Mailed check",0
54,94.6165665147934,5066.68843334498,"Month-to-month","DSL","Mailed check",0
50,67.3632651339396,3507.74194720221,"Month-to-month","DSL","Mailed check",0
16,104.800338848682,1609.45245964345,"Month-to-month","No","Bank transfer",0
13,48.8879858407424,632.604291380577,"Two year","Fiber optic","Bank transfer",0
22,90.0305680573596,1922.90488163625,"Month-to-month","DSL","Electronic check",0
15,83.7238802791466,1218.58579660742,"One year","No","Electronic check",0
25,74.047757517135,1785.53556386472,"One year","DSL","Bank transfer",0
29,105.465764393434,3092.45154086532,"Month-to-month","DSL","Electronic check",0
28,56.755686786226,1520.95526375922,"Month-to-month","Fiber optic","Mailed check",0
26,82.7887593426748,2155.37316610071,"One year","DSL","Electronic check",0
11,81.9930399194043,868.269966402706,"Two year","DSL","Bank transfer",0
28,83.2637766613025,2328.49943346627,"One year","Fiber optic","Electronic check",0
15,83.2778073140332,1181.32736088806,"Month-to-month","Fiber optic","Credit card",0
40,92.8521546153754,3661.76084439995,"Month-to-month","Fiber optic","Credit card",0
22,106.717981889197,2385.833654431,"Month-to-month","Fiber optic","Bank transfer",1
15,62.7880594225497,985.963083621482,"Two year","DSL","Electronic check",0
17,69.2851401010635,1209.61883949632,"Month-to-month","DSL","Credit card",0
23,20.1689577810412,486.73763428503,"Month-to-month","Fiber optic","Credit card",0
28,97.3946037153165,2767.47998899027,"Month-to-month","Fiber optic","Electronic check",1
33,48.9467263638218,1672.84580640103,"Two year","Fiber optic","Credit card",0
34,62.6301381473675,2079.09130918153,"One year","Fiber optic","Mailed check",0
6,85.0239625126695,436.009118653371,"Month-to-month","DSL","Electronic check",1
13,46.1876177672842,561.636854818287,"Month-to-month","DSL","Credit card",0
24,51.7734122434443,1317.1705227354,"Month-to-month","Fiber optic","Electronic check",0
13,76.6687057155531,976.622751519011,"Month-to-month","DSL","Mailed check",0
51,70.5842805765929,3449.02763673759,"One year","Fiber optic","Mailed check",0
37,43.256753680362,1604.41946287938,"Month-to-month","Fiber optic","Credit card",0
25,54.6646155485505,1431.39213773631,"Month-to-month","Fiber optic","Mailed check",0
53,79.4370899483922,4279.16707051289,"Month-to-month","No","Credit card",1
23,58.7748407809365,1369.8118294581,"One year","Fiber optic","Credit card",0
41,87.3764177641664,3579.73375899549,"One year","DSL","Electronic check",0
27,73.6973873979923,2127.73930505483,"Month-to-month","DSL","Credit card",0
7,26.8746799087212,153.186502717839,"Month-to-month","Fiber optic","Electronic check",0
48,67.1559481710545,3347.97862335628,"One year","Fiber optic","Electronic check",0
35,123.750783609041,4391.20641941185,"Two year","Fiber optic","Mailed check",0
9,53.8665400598261,421.830443134595,"Month-to-month","Fiber optic","Bank transfer",1
33,58.0635134359213,1925.75155720338,"Month-to-month","DSL","Credit card",1
19,83.6483095945985,1646.11635098938,"Month-to-month","No","Bank transfer",1
7,55.5226954525879,335.737948526539,"Month-to-month","No","Electronic check",0
18,63.2698003264709,1191.83467184501,"Month-to-month","Fiber optic","Bank transfer",0
11,39.2647487001472,454.246328143763,"One year","DSL","Credit card",0
14,88.582087765293,1319.73926987996,"Month-to-month","No","Mailed check",0
12,65.7086629419194,843.565595286311,"Month-to-month","Fiber optic","Bank transfer",0
45,76.2955964311243,3425.76626200399,"Month-to-month","Fiber optic","Credit card",1
58,76.4320323539232,4421.95912878373,"One year","DSL","Electronic check",0
36,30.8226881897208,1026.22916339419,"Two year","Fiber optic","Bank transfer",0
6,55.3483892312031,289.869619015795,"Month-to-month","No","Mailed check",0
16,80.6716954886869,1250.89545037691,"Month-to-month","DSL","Bank transfer",1
24,55.6179676460753,1273.91059092532,"Two year","No","Bank transfer",0
43,94.079767282644,4071.06638792246,"One year","Fiber optic","Credit card",0
166,115.801655364352,19302.9759002095,"Month-to-month","No","Bank transfer",0
38,41.7784317606269,1525.47061437615,"One year","Fiber optic","Mailed check",0
31,51.7664403696783,1587.65210450353,"Month-to-month","Fiber optic","Bank transfer",0
27,97.6662137316687,2658.42143246137,"Two year","DSL","Electronic check",0
9,38.3232045564838,297.271820381148,"One year","DSL","Credit card",0
44,90.2515818679007,3961.5777456251,"Two year","Fiber optic","Bank transfer",0
21,82.0045238110976,1672.51812996082,"Two year","DSL","Electronic check",0
29,64.5993953338426,1867.35906243972,"One year","Fiber optic","Bank transfer",0
16,83.8619384865699,1315.62312751655,"Month-to-month","Fiber optic","Credit card",0
31,78.5348635609747,2313.86015039969,"Month-to-month","Fiber optic","Credit card",0
22,59.5746802242933,1317.92218424286,"Month-to-month","DSL","Bank transfer",0
12,86.3219918453201,976.667336565304,"Month-to-month","Fiber optic","Credit card",0
11,18,246.29659097599,"One year","Fiber optic","Electronic check",0
26,51.6399795936688,1390.32679586689,"One year","No","Mailed check",0
12,97.7524292923317,1164.12057480974,"Month-to-month","Fiber optic","Mailed check",0
32,81.200813593958,2553.65274391574,"One year","DSL","Mailed check",0
30,68.6065068744415,2074.22821546683,"Month-to-month","Fiber optic","Credit card",0
21,62.5336026418883,1321.37921032841,"Month-to-month","Fiber optic","Bank transfer",0
1,67.8763583199727,69.6983953271192,"Two year","Fiber optic","Bank transfer",1
22,67.6275949395313,1640.8265316297,"Month-to-month","Fiber optic","Mailed check",0
21,91.3666245862376,1943.10166492865,"Month-to-month","Fiber optic","Credit card",0
2,18,167.793744638958,"Month-to-month","DSL","Electronic check",0
49,91.2586187445886,4356.08575708354,"Month-to-month","Fiber optic","Bank transfer",0
44,31.3301022746839,1404.90438471507,"Two year","Fiber optic","Credit card",0
55,96.0315801746517,5272.19903737514,"One year","Fiber optic","Bank transfer",0
22,95.8501677872424,2186.89736773598,"Month-to-month","Fiber optic","Bank transfer",0
67,83.6570233372819,5726.9333104877,"Month-to-month","Fiber optic","Bank transfer",0
30,77.9164309778351,2420.72471560692,"One year","Fiber optic","Bank transfer",0
18,63.0235029792685,1144.44100786867,"Month-to-month","Fiber optic","Mailed check",0
20,74.8244743264382,1655.42389507829,"Two year","Fiber optic","Mailed check",1
92,92.8587199196264,8626.59485891022,"Two year","Fiber optic","Electronic check",0
79,46.4935164312221,3663.76062030224,"Month-to-month","Fiber optic","Electronic check",0
35,127.482662989466,4486.6206839125,"One year","DSL","Electronic check",0
35,75.5644074762898,2762.07450595138,"Month-to-month","No","Electronic check",0
37,67.466717000756,2436.55208416236,"Two year","DSL","Bank transfer",0
34,34.0215323677142,1143.63524628657,"Month-to-month","No","Bank transfer",0
10,79.7941406983688,670.451310655297,"Two year","DSL","Credit card",0
22,118.620686148848,2603.95702963993,"One year","DSL","Credit card",0
17,49.5376200676995,905.680227121283,"Month-to-month","No","Credit card",0
34,69.9475159726241,2415.38167021984,"One year","DSL","Electronic check",0
21,85.3061515137483,1843.60020092463,"Month-to-month","No","Bank transfer",1
34,82.9990094818545,2827.90765985913,"One year","DSL","Bank transfer",0
10,59.5652317682465,676.355765519947,"One year","DSL","Mailed check",1
14,50.4200547033028,674.10569745646,"Month-to-month","Fiber optic","Bank transfer",1
20,48.3921574478721,862.998887129568,"One year","DSL","Credit card",0
22,78.6636892205843,1711.59107870672,"One year","Fiber optic","Electronic check",1
32,31.5016399507324,1135.17083450971,"One year","Fiber optic","Mailed check",0
40,59.6173483983352,2357.2319709685,"Month-to-month","DSL","Credit card",0
15,88.5083367272229,1282.21376339843,"One year","DSL","Credit card",0
18,47.8253714060213,900.007689160277,"Month-to-month","DSL","Mailed check",0
12,91.990386465862,1097.56495777353,"Two year","Fiber optic","Bank transfer",0
58,50.9180373064076,2915.7109863616,"Month-to-month","No","Mailed check",0
18,72.7386370240202,1253.70496358521,"Month-to-month","Fiber optic","Bank transfer",0
27,30.2174578450229,822.564404071939,"Month-to-month","Fiber optic","Electronic check",0
35,74.8703648643313,2713.96001351107,"Month-to-month","Fiber optic","Credit card",0
17,62.1398731485226,920.135677771754,"Month-to-month","Fiber optic","Electronic check",1
21,84.6900066612657,1830.66526622924,"Month-to-month","Fiber optic","Credit card",1
22,73.3147016475581,1535.99602827554,"Month-to-month","Fiber optic","Mailed check",1
46,65.4611908545112,3049.23319761166,"Month-to-month","Fiber optic","Mailed check",0
21,85.4361753635631,1820.59969933295,"One year","Fiber optic","Credit card",1
41,74.8260829833836,3123.17260279695,"Month-to-month","Fiber optic","Credit card",0
57,114.735018405771,6512.16562717635,"Month-to-month","DSL","Credit card",0
57,83.0674423576481,4673.48154608636,"Month-to-month","Fiber optic","Credit card",0
11,80.5761566828349,916.52173273288,"Month-to-month","Fiber optic","Credit card",1
26,21.5393000815223,649.452410058933,"Two year","DSL","Electronic check",0
34,46.7325310446115,1570.53515572269,"One year","Fiber optic","Credit card",0
45,75.5038745669274,3357.5259361821,"Month-to-month","No","Bank transfer",0
13,109.945675967795,1375.58704423669,"Month-to-month","Fiber optic","Bank transfer",0
7,95.3996448476922,710.530184722332,"Month-to-month","Fiber optic","Bank transfer",0
28,62.8878731275845,1822.00911686096,"Month-to-month","Fiber optic","Mailed check",0
96,65.3204572123294,6361.27075975438,"Month-to-month","DSL","Credit card",0
27,107.937629687067,3001.41051394152,"Month-to-month","Fiber optic","Electronic check",0
37,70.7860533982348,2632.46003059868,"Month-to-month","Fiber optic","Mailed check",0
15,96.5858130874732,1482.93308832503,"Two year","DSL","Mailed check",0
16,45.9503261282313,655.569721424583,"Month-to-month","DSL","Bank transfer",0
49,89.5800241200736,4374.88292014507,"Two year","DSL","Bank transfer",0
22,65.0494525286818,1514.2806407495,"Month-to-month","DSL","Mailed check",0
27,53.9549463762813,1552.9743946756,"One year","DSL","Credit card",0
23,94.8633385151984,2139.77357299222,"Two year","Fiber optic","Credit card",1
26,106.023541287495,2764.92970046053,"Two year","Fiber optic","Credit card",0
41,46.9846299271394,1926.79409727526,"Month-to-month","DSL","Credit card",0
32,86.5980560584623,2807.21781534785,"Month-to-month","No","Bank transfer",0
18,106.968473209331,1936.84472714026,"Month-to-month","Fiber optic","Credit card",0
40,105.925149223761,4227.0351457854,"Two year","DSL","Bank transfer",0
71,56.8941800078592,4014.60200495845,"One year","DSL","Credit card",0
44,75.0989657084474,3284.24559418067,"Month-to-month","Fiber optic","Credit card",0
8,28.8965698913828,219.831817702268,"Month-to-month","DSL","Bank transfer",1
20,88.6792028035153,1801.7678246122,"One year","No","Credit card",0
31,113.071775001406,3431.40316219488,"Month-to-month","No","Electronic check",1
28,79.3337073059627,2223.40951223363,"One year","Fiber optic","Mailed check",0
25,73.5929883487643,1853.22785093385,"Month-to-month","Fiber optic","Bank transfer",0
8,71.1496440586185,569.778944390445,"Month-to-month","No","Mailed check",0
28,114.609141949824,3271.35740030565,"Month-to-month","DSL","Mailed check",1
13,43.6768438073763,504.880221873988,"Two year","DSL","Electronic check",0
39,65.9872162233514,2580.22179478681,"Month-to-month","DSL","Bank transfer",1
18,69.3849943845888,1285.8771360922,"Two year","DSL","Credit card",0
9,38.9212064168086,428.908670385822,"One year","Fiber optic","Mailed check",0
20,82.8092703537651,1752.87947699559,"Month-to-month","DSL","Credit card",0
10,59.8739885099388,655.076522213122,"One year","DSL","Electronic check",0
2,63.7015344061778,240.17509099687,"Month-to-month","DSL","Bank transfer",0
15,67.0402203575034,1021.26486217675,"Month-to-month","DSL","Bank transfer",0
18,70.5994075545942,1283.07199491714,"One year","Fiber optic","Electronic check",0
23,68.4832337394409,1608.73086363505,"Month-to-month","Fiber optic","Mailed check",0
38,109.058058079034,4231.61607305002,"Two year","Fiber optic","Electronic check",0
23,55.3224110382673,1135.61817738433,"Month-to-month","Fiber optic","Electronic check",0
13,117.84285622925,1560.56335743038,"One year","No","Electronic check",0
3,40.8974411380428,154.118096536185,"Month-to-month","Fiber optic","Bank transfer",0
22,106.906235325613,2321.12286056724,"Month-to-month","Fiber optic","Mailed check",1
32,77.5752607005819,2506.97810780909,"Two year","Fiber optic","Credit card",0
7,57.7743506251933,428.155338284362,"One year","Fiber optic","Mailed check",0
21,101.751712799536,2162.02678067424,"Two year","Fiber optic","Credit card",0
17,89.3482093294729,1474.55816647785,"Month-to-month","No","Credit card",0
14,89.2937399961949,1113.93138346398,"One year","DSL","Electronic check",0
9,20.982346160217,194.107152283779,"One year","DSL","Mailed check",0
61,49.5385786696207,3023.23769525783,"Two year","Fiber optic","Bank transfer",0
20,70.3008233592687,1439.1029912474,"One year","Fiber optic","Credit card",1
24,76.2443394344327,1861.02106100354,"One year","Fiber optic","Mailed check",0
31,45.6882128274374,1432.53838145435,"Month-to-month","Fiber optic","Credit card",1
21,53.6467609043327,993.796548826257,"One year","Fiber optic","Mailed check",0
31,58.4493037001829,1797.36604448176,"One year","DSL","Electronic check",1
20,110.6425013981,2223.74579484777,"One year","Fiber optic","Credit card",0
22,28.8977775111401,641.142502948173,"Month-to-month","DSL","Bank transfer",0
27,74.0311343726733,2092.40761317978,"Month-to-month","No","Credit card",0
15,65.4368935985155,1019.95177413194,"One year","Fiber optic","Bank transfer",0
28,19.5238652718124,488.643712801342,"Month-to-month","Fiber optic","Bank transfer",0
33,50.9035351259687,1703.93548333342,"Two year","DSL","Electronic check",0
19,60.3187255343705,1085.3850074634,"Month-to-month","No","Electronic check",0
79,77.7755289332284,6095.48250628061,"Month-to-month","No","Bank transfer",0
19,74.3779472990926,1396.53004939425,"One year","Fiber optic","Bank transfer",0
39,68.3809640556516,2674.95519073846,"Month-to-month","No","Credit card",1
9,70.0355338803827,695.01773840276,"One year","DSL","Mailed check",0
32,95.7842898248007,3014.96228408042,"One year","No","Electronic check",0
19,85.3992375954845,1610.89373900181,"Month-to-month","DSL","Electronic check",0
131,82.7685141882357,10808.6948776928,"Two year","DSL","Credit card",0
52,106.322927674659,5542.62521904507,"Two year","No","Mailed check",0
62,90.9471387391863,5635.49037764399,"Month-to-month","Fiber optic","Electronic check",0
13,63.0978315944146,825.069579458122,"One year","Fiber optic","Bank transfer",0
20,65.3486841599449,1365.160925871,"Month-to-month","Fiber optic","Electronic check",0
12,83.7824273908651,1109.05417699902,"Month-to-month","No","Bank transfer",0
35,92.6262098433739,3182.3508182523,"Two year","Fiber optic","Electronic check",0
9,53.8781373907673,400.455713652978,"Month-to-month","DSL","Electronic check",0
46,82.8406815289149,3748.82709107038,"Month-to-month","Fiber optic","Mailed check",0
90,70.5690413314912,6372.72022527764,"One year","No","Bank transfer",0
74,99.0391574588036,7476.00055007515,"Month-to-month","No","Bank transfer",0
10,90.551273771701,945.926175318953,"Month-to-month","DSL","Electronic check",1
16,21.6926549872302,414.500308156754,"Two year","Fiber optic","Electronic check",0
15,70.1252192424402,935.443821750612,"Month-to-month","Fiber optic","Credit card",1
29,85.5731001897802,2437.09157290665,"Month-to-month","DSL","Mailed check",0
39,46.1266887339536,1858.74159094436,"Month-to-month","Fiber optic","Bank transfer",0
16,69.1487617755113,1073.39823228576,"Month-to-month","No","Mailed check",0
23,72.7759593474354,1665.95048064546,"Month-to-month","No","Electronic check",0
30,63.4953155921386,1911.78407220243,"Month-to-month","Fiber optic","Credit card",1
12,57.5474392883063,667.417281569613,"One year","DSL","Credit card",0
13,57.5398585457154,858.928660411366,"Two year","No","Electronic check",0
17,18,205.512509337792,"Two year","Fiber optic","Mailed check",0
46,60.6701167925193,2692.60272476397,"Month-to-month","No","Bank transfer",0
17,96.4908761205297,1651.4712064679,"Month-to-month","Fiber optic","Credit card",1
53,69.87807457432,3760.06252801952,"Month-to-month","DSL","Bank transfer",0
8,63.7722115151978,581.950223501894,"One year","DSL","Mailed check",0
47,77.4249574919191,3645.88544033179,"Month-to-month","Fiber optic","Electronic check",1
35,98.7166742393517,3469.70759680687,"Two year","DSL","Mailed check",0
43,83.4953645278725,3598.77803563601,"Month-to-month","DSL","Electronic check",0
21,103.293191005979,2192.79915238607,"Two year","Fiber optic","Credit card",0
25,57.7351681101076,1374.46541412902,"One year","Fiber optic","Bank transfer",0
25,105.857866746183,2652.19722529372,"One year","DSL","Electronic check",0
14,51.2163724635266,683.868645730837,"Two year","DSL","Mailed check",0
31,109.648421937021,3404.74345765748,"Month-to-month","Fiber optic","Electronic check",0
29,60.8189067643994,1752.10587364156,"One year","No","Mailed check",0
55,70.5986201113849,3991.01136901215,"One year","Fiber optic","Mailed check",1
19,68.137282473807,1370.55235451868,"One year","Fiber optic","Credit card",0
8,38.2544823716335,368.858736813321,"Two year","Fiber optic","Bank transfer",0
21,128.90571740915,2736.85501073464,"Month-to-month","DSL","Bank transfer",1
42,61.5867193459964,2644.38086787476,"Month-to-month","No","Mailed check",0
24,69.5389552738822,1679.3579131369,"Two year","No","Electronic check",0
69,116.137124500087,8055.30468742092,"Month-to-month","Fiber optic","Electronic check",1
39,112.386266209441,4355.2674899996,"One year","Fiber optic","Bank transfer",1
35,98.2886593965842,3441.68904483381,"One year","No","Electronic check",1
14,59.9670398110726,807.301795222773,"Two year","Fiber optic","Bank transfer",0
17,71.4354270957388,1192.41578045061,"One year","DSL","Bank transfer",0
18,72.8326388269026,1322.28569658063,"Month-to-month","DSL","Credit card",0
47,91.6964400411619,4299.40891396378,"Month-to-month","DSL","Mailed check",1
58,55.7266387533134,3223.17982429999,"Month-to-month","DSL","Electronic check",0
40,30.35067081733,1209.94586231647,"One year","DSL","Credit card",0
26,98.4625734584234,2572.52491127157,"One year","Fiber optic","Bank transfer",0
36,66.977502253525,2378.53440826103,"Month-to-month","Fiber optic","Bank transfer",0
24,75.9294793308642,1853.7932071117,"Month-to-month","Fiber optic","Mailed check",0
3,58.4161476791337,189.693528630704,"Month-to-month","Fiber optic","Bank transfer",0
28,35.5693646072867,996.36611078255,"Month-to-month","DSL","Electronic check",0
18,56.0024525105276,938.973990359358,"Two year","Fiber optic","Mailed check",0
25,18,474.209542771103,"Month-to-month","Fiber optic","Bank transfer",0
42,18,823.341250428034,"Two year","DSL","Mailed check",0
65,48.5792169164828,3175.25436764866,"Month-to-month","Fiber optic","Credit card",0
40,59.1990936570568,2407.86962246929,"Two year","Fiber optic","Mailed check",0
17,69.3087304034868,1198.3480625116,"Month-to-month","Fiber optic","Bank transfer",0
11,31.6449786068255,309.486170872288,"One year","DSL","Electronic check",0
37,45.9617910545654,1702.31287776917,"Month-to-month","Fiber optic","Electronic check",1
55,95.309920291844,5280.21386300691,"Month-to-month","Fiber optic","Electronic check",0
31,76.3208354518432,2283.0417680994,"Two year","Fiber optic","Electronic check",0
22,21.6935328914748,529.495278055083,"Month-to-month","No","Mailed check",1
4,84.661276788788,271.3263432479,"Month-to-month","Fiber optic","Electronic check",1
12,48.8752986160418,544.245039328281,"Two year","DSL","Electronic check",0
58,103.91295604854,6080.19921009869,"One year","Fiber optic","Electronic check",0
23,68.4729149361566,1583.41108867266,"Month-to-month","Fiber optic","Mailed check",1
18,81.029746116092,1403.81210851331,"One year","Fiber optic","Mailed check",0
30,20.4622634476772,549.507297014135,"Two year","Fiber optic","Credit card",0
22,63.0368148798247,1529.6408882501,"Month-to-month","Fiber optic","Electronic check",0
23,72.418821880892,1756.90296103853,"One year","Fiber optic","Mailed check",0
31,61.1343808403663,1908.35521830785,"Two year","Fiber optic","Bank transfer",0
18,95.9672338176132,1804.43530715222,"One year","DSL","Electronic check",0
31,107.373514809418,3348.28857495824,"Two year","No","Mailed check",0
18,42.6770899862462,848.350526452485,"Month-to-month","DSL","Mailed check",0
43,66.9623643619127,3042.19806828937,"Two year","No","Credit card",0
47,98.0846895951297,4730.42045311939,"Month-to-month","Fiber optic","Mailed check",0
4,115.356468159367,416.354065047467,"One year","Fiber optic","Credit card",0
26,80.6049520496974,2125.02248887077,"One year","Fiber optic","Credit card",0
35,42.1177383905132,1570.33278423661,"One year","DSL","Credit card",0
41,101.023590064353,4127.4707892011,"Month-to-month","No","Credit card",0
26,33.9535918977367,897.241666465774,"Month-to-month","Fiber optic","Bank transfer",0
25,85.5614406544081,2112.82766568263,"Two year","DSL","Bank transfer",0
17,63.5320153070099,1051.62513480281,"Two year","Fiber optic","Electronic check",0
10,18.2004765103052,210.867021220584,"One year","DSL","Electronic check",0
14,71.3353281534667,1058.11279656328,"Month-to-month","Fiber optic","Electronic check",1
42,50.4442794433407,2111.01455226852,"Month-to-month","Fiber optic","Bank transfer",0
19,58.3735340722989,1138.93185774075,"Month-to-month","DSL","Mailed check",0
13,82.5255132452807,1057.1340675415,"Month-to-month","Fiber optic","Mailed check",0
19,73.3308228117433,1300.56893895764,"Month-to-month","No","Mailed check",0
19,48.9570672734291,878.510735929054,"Two year","Fiber optic","Credit card",0
77,61.9984723737825,4615.26264812932,"One year","No","Credit card",0
50,69.1318135964375,3451.98611202046,"One year","Fiber optic","Electronic check",0
19,57.0481363023128,1127.87131955056,"One year","No","Electronic check",0
7,71.2122289488884,408.118148222306,"One year","Fiber optic","Electronic check",1
64,123.626132557861,7930.25800653242,"Month-to-month","Fiber optic","Mailed check",0
17,85.1216548465012,1384.42868653281,"Month-to-month","No","Mailed check",0
27,73.1038597721368,2047.83033329557,"One year","Fiber optic","Mailed check",0
22,92.0382568847225,1993.12876946721,"Month-to-month","Fiber optic","Mailed check",0
4,87.1728903112687,295.890841756737,"Month-to-month","DSL","Mailed check",0
27,69.319609183493,1813.51589179647,"Month-to-month","No","Electronic check",0
11,62.0119351419977,618.405833269288,"Two year","No","Electronic check",1
24,29.9284849344371,704.507009329807,"Month-to-month","Fiber optic","Electronic check",0
30,79.415864651968,2430.54112778037,"Month-to-month","Fiber optic","Bank transfer",1
28,70.2318214647719,1960.66851969414,"One year","Fiber optic","Credit card",0
26,100.750880084151,2691.36872721467,"Month-to-month","No","Mailed check",0
12,19.5872242136004,206.815992286156,"Two year","No","Credit card",0
45,62.0941642475674,2857.52724276659,"One year","DSL","Credit card",0
23,104.907821317699,2323.67737286143,"Month-to-month","DSL","Bank transfer",0
29,100.823753834278,2934.33841159708,"Month-to-month","No","Mailed check",1
17,97.9434505155827,1575.96596405894,"Month-to-month","Fiber optic","Bank transfer",0
33,90.0877080863403,2953.5639612146,"Month-to-month","Fiber optic","Credit card",0
27,75.7647116278202,2138.11190204968,"One year","Fiber optic","Bank transfer",0
30,99.1006382216806,3000.0543139564,"Month-to-month","No","Mailed check",1
6,78.5944199014852,579.672210132253,"Month-to-month","Fiber optic","Credit card",1
7,60.761490708225,370.552810858393,"One year","DSL","Mailed check",0
46,31.1432093336456,1354.25649723081,"Month-to-month","DSL","Credit card",0
8,45.3851251813279,275.673700294107,"One year","Fiber optic","Mailed check",0
13,98.6932226312077,1291.27176302507,"Month-to-month","Fiber optic","Credit card",1
30,18,527.282564788421,"Month-to-month","No","Credit card",0
57,66.2016739761117,3778.015556796,"Month-to-month","DSL","Credit card",0
14,69.0712441470816,937.704213931914,"Two year","Fiber optic","Credit card",0
41,52.7784277404757,2213.5642423804,"One year","Fiber optic","Electronic check",0
31,101.707080664632,3106.52122118945,"Month-to-month","DSL","Electronic check",1
28,59.4354476987838,1542.24959947751,"Two year","DSL","Mailed check",0
12,87.0987047280834,1159.23038606511,"Two year","Fiber optic","Electronic check",1
43,88.2160455439582,3832.04126705088,"Month-to-month","DSL","Bank transfer",0
20,36.8679061883386,700.15608898052,"Two year","DSL","Electronic check",0
35,66.2474019589209,2313.25683839817,"One year","Fiber optic","Bank transfer",0
16,78.20251033242,1246.88258523262,"Month-to-month","Fiber optic","Credit card",0
32,91.0038344020798,2996.09574822138,"Month-to-month","Fiber optic","Credit card",0
21,47.0159536965122,1016.80674012062,"Month-to-month","Fiber optic","Credit card",0
27,65.7710474131011,1633.63528745804,"One year","DSL","Credit card",0
50,55.0315196756901,2711.79321969114,"Two year","No","Mailed check",0
17,93.6723397442261,1603.69975397983,"Month-to-month","Fiber optic","Electronic check",1
53,82.8958795236929,4354.40346043951,"Two year","DSL","Mailed check",0
57,77.3338363542747,4396.71197761166,"Month-to-month","Fiber optic","Electronic check",0
27,73.3236819994857,1924.40054348672,"Month-to-month","DSL","Mailed check",0
40,82.9351089518324,3434.4507976206,"Two year","DSL","Bank transfer",0
27,49.1855265540818,1322.99085486687,"Month-to-month","DSL","Credit card",0
30,69.062184803638,2066.65278259886,"One year","DSL","Credit card",0
8,43.0126529392112,273.30868879909,"Two year","DSL","Mailed check",0
14,44.9877275707902,662.506888735264,"Two year","Fiber optic","Bank transfer",0
14,88.7578538447704,1281.36337100114,"Two year","DSL","Electronic check",0
28,109.68700558828,3001.82627713179,"Month-to-month","Fiber optic","Mailed check",0
33,69.4953789586599,2235.34156362273,"Month-to-month","Fiber optic","Mailed check",0
22,74.0207847566936,1661.75205322393,"One year","DSL","Mailed check",0
17,42.9229187175788,735.477483394264,"Month-to-month","DSL","Electronic check",0
5,33.7104028491105,192.427861431623,"Month-to-month","Fiber optic","Bank transfer",0
26,109.49630069544,2857.90092714446,"Month-to-month","DSL","Electronic check",0
36,91.5984391798109,3339.90615089486,"Month-to-month","DSL","Credit card",0
40,90.2085078579414,3547.45507850184,"Month-to-month","DSL","Bank transfer",0
9,69.1499492922476,728.061750695009,"Month-to-month","No","Mailed check",0
26,59.670046904314,1516.62219113976,"Month-to-month","DSL","Credit card",0
24,59.0216116847582,1407.39597038427,"One year","Fiber optic","Credit card",0
22,19.6123327165361,499.1983271545,"Two year","No","Mailed check",0
18,87.8847852732933,1503.47528736703,"Month-to-month","DSL","Credit card",0
6,66.0486031153205,317.123992275005,"Month-to-month","DSL","Credit card",1
8,79.8777984798471,759.167638613519,"Month-to-month","DSL","Electronic check",0
49,48.4787920593143,2331.32769977855,"Month-to-month","No","Mailed check",0
28,130.187629958129,3580.51200807415,"One year","Fiber optic","Bank transfer",0
16,86.6620122847578,1454.31083478837,"Month-to-month","Fiber optic","Electronic check",1
42,78.2371048942641,3327.5845755805,"Month-to-month","DSL","Credit card",0
27,38.3163858087008,1006.91946606011,"Month-to-month","Fiber optic","Electronic check",0
7,45.8325908231916,288.721732980308,"Month-to-month","No","Electronic check",0
45,79.2204599860517,3625.09328868386,"Two year","Fiber optic","Mailed check",0
30,149.122795467237,4604.64761204196,"Month-to-month","No","Electronic check",0
30,103.358851125498,3058.17902551916,"One year","No","Mailed check",1
11,43.6151090821959,482.65952494664,"Two year","Fiber optic","Credit card",1
7,48.7064331002074,344.46109778029,"One year","Fiber optic","Electronic check",0
73,91.2506410998584,6653.81449132978,"Month-to-month","Fiber optic","Mailed check",0
31,64.2473947887262,2020.99594294639,"Month-to-month","Fiber optic","Mailed check",0
17,78.5707119085634,1296.03211893128,"Month-to-month","DSL","Credit card",0
54,67.9097184772935,3685.90951318593,"One year","Fiber optic","Bank transfer",0
51,111.812061968948,5789.7596357033,"One year","No","Credit card",0
18,110.538692017539,1992.06909433086,"Month-to-month","No","Bank transfer",0
7,56.1901247197901,428.642548283743,"Month-to-month","Fiber optic","Electronic check",1
45,69.0754125377207,3062.23429845143,"Two year","Fiber optic","Bank transfer",0
31,44.7210849724712,1409.32364791688,"Two year","No","Electronic check",0
30,32.6301476902718,1083.40148176413,"One year","Fiber optic","Mailed check",0
19,18.8858170494434,342.704392344246,"One year","DSL","Credit card",0
52,25.3818263008231,1328.25439494934,"Month-to-month","No","Mailed check",0
5,18,200.613146537019,"Two year","DSL","Mailed check",0
43,56.4443983682943,2487.34477490289,"Month-to-month","DSL","Mailed check",0
34,62.0277021455552,2133.61155789736,"Month-to-month","No","Electronic check",0
54,68.8361796708066,3689.84394877315,"Month-to-month","No","Mailed check",0
18,78.5474595214833,1378.76993607326,"Month-to-month","Fiber optic","Bank transfer",1
24,70.7860740096068,1591.0011211074,"Two year","Fiber optic","Credit card",0
